Id,Discussion Category,Comment Text (Coding)
189,"Changes in what, how, when and where students learn?","<blockquote class=""Quote"">

<div class=""QuoteAuthor""><a href=""/dlt2/index.php?p=/profile/522/Gail%20Pletnick"">Gail Pletnick</a> said:</div>

<div class=""QuoteText"">Dysart Unified School District has developed and continues to develop online options for students. The&nbsp; virtual program is called Dysart&nbsp; iSchool and students utilize this for recovery, extension, and as a full time option.&nbsp; This year we have added blended learning options as well.&nbsp; It provides students control over their learning time and learning place.&nbsp; So often people think of online courses only in terms of ""making up credit"".&nbsp; There are so many other reasons students participate, including being able to free up time in their traditional class schedules so they can take advantage of elective courses or as mentioned above because these courses offer learning approaches that are appealing to the learner.&nbsp; <br></div>

</blockquote>



Hi Gail,<div><br></div><div>You are so right that students use online classes to do more than ""making up credit"". In a high school that had industry certification distinction that I taught at our students used online courses to meet Gordon Rule requirements and earn dual enrollment credits. We articulated programs from the high school to the technical institute, community college or university that all worked together in steering the student to a dual diploma, applied science associate degrees and possibly an advanced degree in Career Technology Education. These students did this primarily because all of our computers in the MAC lab were stolen from my class that year. Some students participated so that they could earn college credit free, because they needed to work to support their family and go to high school/college and others did it to challenge self. Some did it to earn scholarships. Therefore, you are right students gained control over their learning when losing something like a whole grant-funded lab in your senior year would have made learning a major problem from a district situation that was out of their control.</div>"
190,"Changes in what, how, when and where students learn?","<blockquote class=""Quote"">

<div class=""QuoteAuthor""><a href=""/dlt2/index.php?p=/profile/532/Collette%20La%20Trese%20Keeton"">Collette La Trese Keeton</a> said:</div>

<div class=""QuoteText""><blockquote class=""Quote"">

<div class=""QuoteAuthor""><a href=""/dlt2/index.php?p=/profile/260/Robyn%20Kaiyal"">Robyn Kaiyal</a> said:</div>

<div class=""QuoteText"">In Florida we have the Florida Virtual School... We do, however, look carefully at which students are taking which courses since top competitive colleges still prefer that our students take our in-school courses over the on-line offerings. That in and of itself is a problem. Unfortunately, the Florida Virtual Online courses are not engaging and students, while they do appreciate learning at their own pace anytime anywhere, find the courses filled with busy work and just want to get through them. 



Our school is also a BYOD school and we conduct many blended classroom courses, but we are far from where we need to be to turn teachers into mentors and guides, though not for lack of trying!</div>

</blockquote>



Hi Collette,

Thank you for your insight. I will surely look into the options you presented and see how I can contribute to helping teachers become mentors. As you pointed out, Florida's beauracracy is slow moving but it isn't impossible! I do think, however, that we also have to look at how we engage students in these virtual classes - at least in Florida!



Hi Robyn,<div><br></div><div>I think that you could turn teachers into mentors and guides for students if The Florida Teacher's Bureau offered an online teaching endorsement for teachers. When I was teaching in Florida as a Cisco Local Networking Academy Main Contact and Instructor we offered face-to-face classes that incorporated vendor created curriculum in addition to the hands-on practicals and proctoring I conducted at the district Technical Institute. Then, articles started hitting the Internet on the requirement that Florida had for all students being required to take an online course before graduating from high school. If that was the case then teacher certification aligned with this mission should be available.&nbsp;</div><div><br></div><div>As a proponent for all students taking an online class, I called the Teacher's Bureau and asked them to offer the certification to teachers who obviously are the catalysts for such an endeavor. &nbsp;I was told that I or a lot of educators would have to rally the legislature there to get that done. It is still not offered. So, I am sure it is not for lack of trying that you are not able to get teacher's to be mentors. There are so many other barriers such as: 1) teachers having increased workloads, 2) less time for teaching because they have to be in physical and virtual meetings for new initiatives; 3) lack of time to create online courses, 4) most mentorship has to be volunteer and not paid (some districts ban volunteering time in GA) and the myths that 5) online teachers or technology will replace teachers in the classroom or that online classes are not personable when they may be made so with participant inputs like using emoticons, pictures, voice ratings, commentary or feedback, etc.&nbsp;</div></div>

</blockquote>



<br/>"
191,"Changes in what, how, when and where students learn?","I welcome any MOOC participants to read about the Quakertown Community School District virtual school. &nbsp;What makes us unique is that our own teachers create and teach the content. &nbsp;It is the same course they teach face to face.<div><a href=""https://www.aasa.org/content.aspx?id=27750"">https://www.aasa.org/content.aspx?id=27750</a>&nbsp;<br></div>"
192,"Changes in what, how, when and where students learn?","I think if digital learning is implemented effectively, personalized 

learning becomes a true possibility for all students. The ability to 

have timely information about what a student knows or doesn't know and 

to be able to connect the student with specific content and activities 

that meet his needs, abilities, learning style, and interests can 

provide teachers and students with tremendous opportunities.&nbsp; I think 

this can be very exciting for teachers - as they get to focus on the 

needs of students and guide them in their learning."
193,"Changes in what, how, when and where students learn?","The role of the teacher will be so much different. Instead of just passing the knowledge on, He/She will be engaged in what i call ""Affective teaching"": psychological and emotional support of the learning process. in addition, teachers will teach different ways and strategies for searching, ganing, processing and analyzing data.&nbsp;"
194,"Changes in what, how, when and where students learn?","To me, the most important shift that digital learning brings to the table is that schooling really will become primarily about learning now, and not just transmission of information. People don't have the capacity any longer to be the primary holders of the world's knowledge, and the ""stuff"" we know is often out of date before we really know it. Teachers now have to become experts in process, not experts in content. Content will never go away, and a certain amount will always be necessary for understanding process, but the two really become parallel and interrelated with digital technology.<div><br></div><div>For students, memory is less crucial too, since we now have digital tools that do the remembering for us. What we need to know is (a) how to access that information, and (b) how to filter, organize, and curate from the vast amount of information that is now available to even the youngest child at a moment's notice.</div>"
195,"Changes in what, how, when and where students learn?","Gerald, while I agree that memory is less crucial, I still feel that some memorization is important in order to keep those brain processes strong. I guess what I am saying is that I don't expect students to memorize, for example a list of facts about vertebrate animals, but I do expect them to be able to remember &nbsp;how to search and gather information about these animals and then to use the information they gather to write about them or to create multimedia projects."
196,"Changes in what, how, when and where students learn?","<blockquote class=""Quote"">

<div class=""QuoteAuthor"">I agree with Gerald! We now have devices in our hands (smartphones) that hold a vast amount of knowledge based information! We need to move students into higher thinking skills. We need to help them be creative, create, and apply.&nbsp;</div></blockquote>"
197,"Changes in what, how, when and where students learn?","I'm excited about getting technology into the hands of our learners for the pursuit of vital information, the creation of new knowledge and the ability to communicate their learning to the world. This generation is very connected electronically, but sadly often for less noble reasons."
198,"Changes in what, how, when and where students learn?","I have to agree with Elaine, it is very exciting to have our digital natives involved in the pursuit of further information, but it is very true, that although our students are very connected electronically, it is often for the wrong reasons. &nbsp;With all the advancements and opportunities that technology brings to our students, there often is a disconnect between critical thinking skills and problem solving.&nbsp;"
199,"Changes in what, how, when and where students learn?","Teenagers mainly use technology outside of school for entertainment and communication with their peers--similar to how those of us from the 70's used TV and telephones with 20 foot curly cords that reached to the nearest closet to gain a modicum of privacy. However, while for us there was usually only one TV in the house and only one telephone line per household, entertainment and communication technologies are now pervasive, unlimited and often seemingly addictive. So how can we encourage/convince/compel today's students to apply their time and technologies to more fruitful educational pursuits"
200,"Changes in what, how, when and where students learn?","<blockquote class=""Quote"">

<div class=""QuoteAuthor""><a href=""/dlt2/index.php?p=/profile/172/Joyce%20Kleinaitis"">Joyce Kleinaitis</a> said:</div>

<div class=""QuoteText"">I have to agree with Elaine, it is very exciting to have our digital natives involved in the pursuit of further information, but it is very true, that although our students are very connected electronically, it is often for the wrong reasons. &nbsp;With all the advancements and opportunities that technology brings to our students, there often is a disconnect between critical thinking skills and problem solving.&nbsp;</div>

</blockquote>



I agree - we still need to provide those ""discovery"" types of lessons where we help the children find or discover the knowledge - We are now their sideline coaches - encouraging them along and providing guidance in lieu of standing in the front of the class dispensing information. Providing interesting and authentic problems for them to solve by using the concepts that we are teaching will be paramount - as well as challenging!"
201,"Changes in what, how, when and where students learn?","I agree with Gerald's assessment of the shift that will take place with the effective use of digital learning. &nbsp;The role of the teacher will definitely evolve to more of a ""guide on the side"" instead of the traditional ""sage on the stage."" &nbsp;This transformation will hopefully reinvigorate educators as they begin to understand the much broader impact that they can have within their classrooms. &nbsp;The effective implementation of digital learning will also present a real opportunity for the individualized learning paths for students to take place. &nbsp;We so often hear about the necessity of providing this framework for our students but this call is often times met with confusion on how to accomplish it.<div style=""font-weight: normal;""><br></div><div>All of this being said, the focus needs to remain on the <b>effective implementation </b>of digital learning. &nbsp;My fear is that our educational system begins to equate digital learning to the panacea for what ails our schools.</div>"
202,"Changes in what, how, when and where students learn?","What will be different for teachers and students is that their roles may, in some ways, be reversed. &nbsp;If the teacher is no longer the bearer of all knowledge that is required to be dispensed to the students, what is their role? &nbsp;I argue that the teacher becomes the learner and constantly seeks out and cultivates new and improved ways to reach theirs students. &nbsp;Students now have the ability to ""be the teacher"" and teach others what they have learned in real time by posting, sharing, and linking resources that are digitally avaiable."
203,"Changes in what, how, when and where students learn?","<div><span style=""font-size: 10pt; "">I think that digital learning is awakening us to the realization that as educators, we are going to need to constantly adapt to new concepts, strategies, and technology, at a much quicker rate. &nbsp;We are attempting to educate students for future success in college or the workforce when we would be hard pressed to predict what the world will be like 5 years from now. &nbsp;Can you believe the iPad was released only 3 years ago?</span><br></div><div>The ability to adapt, evaluate, and change in order to better educate our students is what we are right in the middle of. &nbsp;This is not totally new to education of course, but the rate of change is faster.</div><div>Teachers are being asked to adapt at a much quicker rate, and to change fundamentally the way that they educate. &nbsp;</div><div>For students, engagement was something we strived for in the past, but the current generation hungers for the engagement, collaboration, and can often perform multiple tasks at once. Teaming them up seems to increase their abilities to create exponentially.</div>"
204,"Changes in what, how, when and where students learn?","When digital learning is effective, much of the work that students, teachers process will be curated content, self-created content and communicative content. More community and career and health frameworks could be involved in education, along with more emphasis&nbsp; on social ethical factors that focuses on the students personal learning and living characteristics in a competitive flat world.<br><br>When it happens, their should be research, or the start, that demonstrates the barriers and possibilities of complex rapid delivery of learning and assessing that is balanced with the ultimate values for the individuals deep learning for a rapidly changing world. <br>"
205,"Changes in what, how, when and where students learn?","<blockquote class=""Quote"">

<div class=""QuoteAuthor""><a href=""/dlt2/index.php?p=/profile/112/Gerald%20Aungst"">Gerald Aungst</a> said:</div>

<div class=""QuoteText"">To me, the most important shift that digital learning brings to the table is that schooling really will become primarily about learning now, and not just transmission of information. People don't have the capacity any longer to be the primary holders of the world's knowledge, and the ""stuff"" we know is often out of date before we really know it. Teachers now have to become experts in process, not experts in content. Content will never go away, and a certain amount will always be necessary for understanding process, but the two really become parallel and interrelated with digital technology.<div><br></div><div><span style=""background-color: rgb(255, 255, 102);"">For students, memory is less crucial too, since we now have digital tools that do the remembering for us. What we need to know is (a) how to access that information, and (b) how to filter, organize, and curate from the vast amount of information that is now available to even the youngest child at a moment's notice.</span></div></div>

</blockquote>



I agree also Gerald. &nbsp;I don't think we can expect students to memorize when we don't use those skills. &nbsp;I can't remember the last time I have done anything based on memory. &nbsp;I use the internet to get my information. &nbsp;I think it is more important that we teach higher level strategies to our students.<div><br></div>"
206,"Changes in what, how, when and where students learn?","<p>Memory still has its place.&nbsp; While I can look up the definition of, for example, prometaphase, I won't be able to understand it unless I already have the basic underlying vocabulary and concepts.&nbsp; Technology lets us act as though we are one step beyond what we would have been able to otherwise,&nbsp; but it isn't a replacement for knowledge.</p><p>It does allow students to acquire that knowledge at their own pace, though, which can go a long way to keeping them engaged.</p>"
207,"Changes in what, how, when and where students learn?","As a retired teacher with probably less experience with technology than most current educators I am excited on several fronts.&nbsp; I am excited about the primary sources students can retrieve from archived collections. I am excited about the technical and physical activities students can learn.&nbsp; ( I improve on my crochet, clothing construction, and use of ""new fangled devices"" through use of videos.)&nbsp; I am encouraged about the remediation made possible as students can view and re view materials. It is also exciting that students engage in instruction not available to them in their traditional school setting."
208,"Changes in what, how, when and where students learn?","Traditional teachers such as myself will have to learn whole new techniques, skills and strategies to get a base line and then KEEP UP as the technology evolves. We will leave the comfort and security of teacher centered activity as we facilitate activity.&nbsp;"
209,"Changes in what, how, when and where students learn?",We need to move toward a model of education&nbsp
210,"Changes in what, how, when and where students learn?","<blockquote class=""Quote"">

<div class=""QuoteAuthor""><a href=""/dlt2/index.php?p=/profile/410/Carla"">Carla</a> said:</div>

<div class=""QuoteText"">We need to move toward a model of education&nbsp;where students are able to move about freely in a physical sense&nbsp;and interact openly with others without the restriction of closed classrooms and grade-level groupings.</div>

</blockquote><p>



</p><p>&nbsp;Even before the advent of the technology we have today, we have flirted with the<strong> idea of open classrooms.&nbsp; <br></strong></p><p>&nbsp;We have flirted with the idea of open classroom instruction years before technology became the way of the&nbsp; world.</p><p>The concept ""where no bells ring"" was introduced to me as a 6th grader.&nbsp;The&nbsp;bell rang and we went back to class. the presentation had been on a 16 mm film that I think was delivered to the school by mistake.&nbsp;I began to teach in open classrooms with moveable walls.&nbsp; Permanent walls were soon built.&nbsp;I think Carla is on track with her comment and I just do not know why the traditional rigid structure has continued to rule to the exclusion of alternate scheduling and presentation. By the way I was a 6th grader in 1964.</p><p>&nbsp;<br>&nbsp;</p>"
211,"Changes in what, how, when and where students learn?",I think that we all know that one teacher to one student is the best way for student to learn so the closer that we can get to that the better regardless of what they are learning whether it be content or skills. Technology gets is close to that where teachers can design lessons for individual students when they are struggling.
212,"Changes in what, how, when and where students learn?","Reading Gerald's and Kimberly's remarks about the need to 'memorise', perhaps if students don't need to retain as much data, because the devices do, they can spend more time reflecting on what the date means.<div><br></div><div>I think another change for teachers and students could be the actual traditional learning environment - the geography, if you will. &nbsp; The more that is stored in a device or accessible through wireless technology, perhaps the less need there is for assigned classrooms which are sometimes mini storerooms of books and other teaching resources. &nbsp; &nbsp;If health and safety allows - learning can become more mobile and even take place outside the school. &nbsp; I have seen so many store rooms of unused books and resources gathering dust and taking up space... maybe that will become less common. &nbsp;(Those store rooms will be taken over by the servers!)</div>"
213,"Changes in what, how, when and where students learn?","Reading Gerald's and Kimberly's remarks about the need to 'memorise', perhaps if students don't need to retain as much data, because the devices do, they can spend more time reflecting on what the date means.<div><br></div><div>I think another change for teachers and students could be the actual traditional learning environment - the geography, if you will. &nbsp; The more that is stored in a device or accessible through wireless technology, perhaps the less need there is for assigned classrooms which are sometimes mini storerooms of books and other teaching resources. &nbsp; &nbsp;If health and safety allows - learning can become more mobile and even take place outside the school. &nbsp; I have seen so many store rooms of unused books and resources gathering dust and taking up space... maybe that will become less common. &nbsp;(Those store rooms will be taken over by the servers!)</div>"
214,"Changes in what, how, when and where students learn?","It's interesting that the theme of educators letting go of control and placing more ownership on the students has emerged in several of your discussions.&nbsp; I am reminded of the quote ""Life begins at the end of your comfort zone.""&nbsp; This may be a little bit extreme, but I do think that we will all be amazed if we implement digital learning effectively and push ourselves beyond the teacher-directed approach.&nbsp; This clearly requires a very systemic approach and having all of the right components in place, but it also means thinking in new ways.<br>"
215,"Changes in what, how, when and where students learn?","Like some others have commented, I think the physical environment will look different. &nbsp;I think students will have many more opportunities to learn virtually and the traditional class structure that currently exists will not be as common, particularly at the high school level. &nbsp;Students will have the flexibility to learn anywhere at any time of day. &nbsp;I also think students will have the opportunity to pursue more of what interests them, as well as learn in a manner that fits their own personal style of learning. &nbsp;Learning will become more student-directed.<div><br></div><div>Teachers will also enjoy increasing flexibility and mobility. &nbsp; Both teaching and learning will benefit from increased choice. &nbsp;I think teachers will be encouraged to take risks and implement new concepts and methodogies in their classrooms, be they face to face or virtual. &nbsp;It will mean teachers will have to give up some control, but they will gain far more than they lose by doing so.</div>"
216,"Changes in what, how, when and where students learn?","What will be different in 2020? Learning will be personalized, anytime, anywhere. Hopefully, assessment will be personalized too! No more bubble sheets or standarized tests, but students will have the ability to show what they know, will be able to base their learning on their interests and what they need to know. I think Gameification of learning will be a way that we can keep students interested and moving from level to level as they play and learn. PD will/should become personalized for teachers too!<br>"
217,"Changes in what, how, when and where students learn?","Teachers move to the facilitator/guide role; Students have choice and ability to learn anywhere/anytime. They will seek out the ""experts"" to assist them when needed. They will learn the relevant content as they move through their next steps. Through inquiry and global citizenship initiatives, students will meet and surpass the outcomes with levels of engagement and retention not usually seen.&nbsp;"
218,"Changes in what, how, when and where students learn?","I agree with Peggy as to where we will ""want to be"", but the next few years are critical. &nbsp;I currently struggle to empower my students, encourage them to be independent and to seek their own learning. &nbsp;So often they want to be ""fed the answer"", &nbsp;I struggle everyday to assure them that they ""can"" try stuff (technology, math procedures, writing styles, etc.)&nbsp;out for themselves, that they can try and fail, that it is okay to make mistakes. &nbsp;I think this is what we need to tell teachers too during this digital transition. &nbsp;We can make mistakes, we are GOING to make mistakes along the way, and that they (teachers) don't have to wait to be told, or wait to be taught what to do. &nbsp;It's changing that mindset that is going to be the most difficult."
219,"Changes in what, how, when and where students learn?","Gaining insight into the transformation of education for future learners is truly a direction that is inevitable but not embraced by teachers who haven't entered digital learning. Struggles with this transformation have to be embraced because it is constantly changing. Entering the digital learning has transformed my life and changes daily. Without a doubt , I have learned that I can't be the master of all that can be learned with so many global sources and shared and valued professional sources. Students must understand the progression and move forward with the teachers in the journey."
220,"Changes in what, how, when and where students learn?","<blockquote class=""Quote"">

<div class=""QuoteAuthor""><a href=""/dlt2/index.php?p=/profile/565/Mary%20Langford"">Mary Langford</a> said:</div>

<div class=""QuoteText"">Reading Gerald's and Kimberly's remarks about the need to 'memorise', perhaps if students don't need to retain as much data, because the devices do, they can spend more time reflecting on what the date means.<div><br></div><div>I think another change for teachers and students could be the actual traditional learning environment - the geography, if you will. &nbsp; The more that is stored in a device or accessible through wireless technology, perhaps the less need there is for assigned classrooms which are sometimes mini storerooms of books and other teaching resources. &nbsp; &nbsp;If health and safety allows - learning can become more mobile and even take place outside the school. &nbsp; I have seen so many store rooms of unused books and resources gathering dust and taking up space... maybe that will become less common. &nbsp;(Those store rooms will be taken over by the servers!)</div></div>

</blockquote>



I like what you said about the storerooms! During one a recent webinar I think the issue of backpacks and lockers came up. Imagine a world where student lockers are outfitted with electrical outlets because they are charging stations, not book storage. Imagine how different backpacks might look if students only need carry an internet-enabled device instead of heavy textbooks.&nbsp;<div><br></div><div>In the school district I live in, we struggle with lack of space/lack of seats for students due to population growth. I hope we can take advantage of digital learning options to avoid having to build more buildings, and instead empower students to learn 24/7.&nbsp;</div>"
221,"Changes in what, how, when and where students learn?","<blockquote class=""Quote"">

<div class=""QuoteAuthor""><a href=""/dlt2/index.php?p=/profile/410/Carla"">Carla</a> said:</div>

<div class=""QuoteText"">We need to move toward a model of education&nbsp;where students are able to move about freely in a physical sense&nbsp;and interact openly with others without the restriction of closed classrooms and grade-level groupings.</div>

</blockquote>



I am excited to think about a possibility of no longer restricting students to closed classrooms and grade-level groupings. &nbsp;I welcome a transition away from a mandatory ""180 days"" in a grade level before you can move on; just as much as for those students who may need more than 180 days not to have to repeat another 180 days when possibly only a fraction of that time would be needed. &nbsp;Hopefully the fluid nature of the Common Core Standards will free educators from the rigid timetable it has adhered to for generations.<br><blockquote class=""Quote"">

<div class=""QuoteAuthor""><br></div>

</blockquote>



<br><blockquote class=""Quote"">

<div class=""QuoteAuthor""><br></div>

</blockquote>



<br>"
222,"Changes in what, how, when and where students learn?","<p>While I am a whole-hearted advocate of&nbsp; Digital Learning, I don't imagine schools will disappear, or that we won't have classrooms where teachers are the primary directors of instruction, or the complete loss of any type of schedule.&nbsp; Several participants have commented on the need for structure, particularly at the elementary level, and I support this idea.&nbsp; However, as students move into high school and the transition towards higher ed and/or the workplace, I would like to see more of what I see on a college campus.&nbsp; Learning at the higher-ed level is so much more flexible, and was before the discussion of online/digital learning.&nbsp; Students learn everywhere on campus - library, dorm, study rooms in campus buildings - and their schedule is very flexible.&nbsp; Some ""subjects"" are every day, some only once or twice a week.&nbsp; Class times range from early morning to late evening.&nbsp; With the massive flexibility afforded by digital learning options, we should be able to address those students who currently struggle so much under our highly structured, time-bound current system.&nbsp; I see ""school"" lasting all year round.&nbsp; Students get whatever time they need to learn - slower students get the support they need before they move to the next standard, faster students move towards college and/or the workforce.&nbsp; We don't pigeonhole students based on chronological age in the workforce or college.&nbsp; You are a freshman in college until you've earned your 30 credits, regardless of how long it took for you to get there, or if you're a 13 year old prodigy or a 50 year old returning to school.</p><p>&nbsp;</p>"
223,"Changes in what, how, when and where students learn?","If digital learning is implemented effectively, what will be different for students and teachers?<br>"
224,"Changes in what, how, when and where students learn?","The North Carolina Virtual Public School offers virtual courses that are used in many districts throughout the State to expand the curriculum. &nbsp;It provides, for example, advanced placement courses for students who would not have them available otherwise as well as credit replacement courses that give students a chance to make up courses they did not pass with a more flexible and different approach than being put back into the same classroom again. &nbsp;Expanding the curriculum and providing alternative learning approaches seem to me to be very valuable uses of digital learning, but I know there is controversy about virtual courses. &nbsp;I'm interested in others views about this."
225,"Changes in what, how, when and where students learn?","It seems that teachers are so set in ""the way we have always done it"" methods, that digital learning seems like a foriegn language to them. &nbsp; Even the teachers who are avid tech users outside of the classroom, seem at a loss to effectively infuse it into their lessons. &nbsp;Some lack time, others lack resources. &nbsp;But most are afraid that trying something so different because they think it might adversely affect their student test scores (and the teacher's evaluation is determined now by student test scores). They just don't want to take the risk... How do we overcome this?"
226,"Changes in what, how, when and where students learn?","How do you think community partnerships or internships could affect how, when, and where students learn?<br>"
227,"Changes in what, how, when and where students learn?","Over the summer I read an article about a university in the US that had permitted students to bring their technology into examinations. &nbsp;Further, the university did not shut down access to the internet.<div><br></div><div>I recently shared that story with our teachers in our secondary schools. &nbsp;I asked, how would that change what they would teach, how they would teach it and what kind of assessments they would design?</div><div><br></div><div>It seems to me that open ended, multi disciplinary, problem based assessments would give us good information and students good information about learning goals and success criteria. &nbsp;It could have the potential of driving student learning in new and deep ways. &nbsp;</div><div><br></div><div><br></div>"
228,Major challenges to making recommended changes?,"Maybe my district is abnormal in this regards, but I would like to hear from other districts as well. &nbsp;Today I helped a teacher install Airserver so she could mirror her iPad through her projector. &nbsp;She also has an iPad cart in her room that is to be used for one of her classes throughout the day. &nbsp;This teacher is working on 30+ years. &nbsp;She was super excited when we got her iPad mirroring and even more when I said all her students could do the same. &nbsp;I then asked what she was using the iPads for. &nbsp;She mentioned work she was doing in the class they were to be used for, however she finished her statement with something along the lines of I also decided to use them in my Social Studies classes on a daily basis as well. &nbsp;This truly surprised me, however as I have been visiting with all the teachers in the district (K-8) the past couple of weeks, the teachers want to do this. &nbsp;They want to use the new technology and incorporate it into their classrooms. &nbsp;This is not only the brand new teachers, but the ones who have been around for awhile as well. &nbsp;In my district, there is a sense of excitement as opposed to the typical negativity that comes with ""another reform"" or another program that is to fix everything. &nbsp;The strange part is that this is happening naturally. &nbsp;Let me know if our district is strange because of this."
229,Major challenges to making recommended changes?,"That is great you are able to get people excited.&nbsp; I am working on the excitement at our school district.&nbsp; It is beginning, but there is a lot of work to go.&nbsp; I think once we get hardware out there and pilot programs complete, there will be more interest.<br>"
230,Major challenges to making recommended changes?,"@Michael. &nbsp;That sounds great. &nbsp;I would guess that there are district and school leaders that set a positive tone about technology use and trying new things, and likely even model doing so. &nbsp;Is that correct? &nbsp;Can you say more about their role?"
231,Major challenges to making recommended changes?,This is really good. To embed technology in schools&nbsp
232,Major challenges to making recommended changes?,"<blockquote class=""Quote"">

<div class=""QuoteAuthor""><span style=""font-family: 'lucida grande', 'Lucida Sans Unicode', tahoma, sans-serif; line-height: 1.7em;"">Hi Michael, I hate to say your district is strange, but it might be! I guess that you have some early adopters who set a great example for others. You also must have some inspired leaders who set strong examples or provide encouragement.</span><br></div><div class=""QuoteAuthor""><a href=""/dlt2/index.php?p=/profile/498/Michael%20Anderson"">Michael Anderson</a> said:</div>

<div class=""QuoteText"">Maybe my district is abnormal in this regards, but I would like to hear from other districts as well. &nbsp;Today I helped a teacher install Airserver so she could mirror her iPad through her projector. &nbsp;She also has an iPad cart in her room that is to be used for one of her classes throughout the day. &nbsp;This teacher is working on 30+ years. &nbsp;She was super excited when we got her iPad mirroring and even more when I said all her students could do the same. &nbsp;I then asked what she was using the iPads for. &nbsp;She mentioned work she was doing in the class they were to be used for, however she finished her statement with something along the lines of I also decided to use them in my Social Studies classes on a daily basis as well. &nbsp;This truly surprised me, however as I have been visiting with all the teachers in the district (K-8) the past couple of weeks, the teachers want to do this. &nbsp;They want to use the new technology and incorporate it into their classrooms. &nbsp;This is not only the brand new teachers, but the ones who have been around for awhile as well. &nbsp;In my district, there is a sense of excitement as opposed to the typical negativity that comes with ""another reform"" or another program that is to fix everything. &nbsp;The strange part is that this is happening naturally. &nbsp;Let me know if our district is strange because of this.</div>

</blockquote>



<br>"
233,Major challenges to making recommended changes?,"Something I've tried to do in my district is to help teachers see that the introduction of the technology isn't always something ""in addition to"" but can often be ""in place of"".<div><br></div><div>In education, time is a commodity, and we never have enough of it. If we can help teachers see that the strategies that we are encouraging with the technology are to be in place of much of what they are already doing, it seems to be an easier transition.</div><div><br></div><div>However, that should only be the start. Substitution is merely a gateway (and hopefully a very broad, but short gateway) that gets teachers to begin thinking how these tools can improve learning in their classrooms.</div>"
234,Major challenges to making recommended changes?,"<blockquote class=""Quote"">

<div class=""QuoteAuthor""><a href=""/dlt2/index.php?p=/profile/7/Mary%20Ann%20Wolf"">Mary Ann Wolf</a> said:</div>

<div class=""QuoteText"">When educators (and administrators) face so many demands, including new 

standards, new online assessments, and new teacher evaluation programs, a

""technology"" initiative can seem like one more thing to do or just 

another reform.&nbsp; For digital learning to truly be effective, it must be 

an integral part of teaching and learning.&nbsp; How can administrators 

ensure that teachers see this as a means to improving the other work 

they are already doing or even streamlining or making more efficient 

some of the planning and instructional efforts?</div><div class=""QuoteText""><br></div><div class=""QuoteText"">In order for teachers to see that technology is an enhancement to their instruction, administrators must model the same behavior. &nbsp;I know of one assistant principal in another state that carries her iPad with her everywhere she goes. &nbsp;When teachers, students, or others stop her in the hall and ask questions, she has everything right there. &nbsp;It is a trickle down effect that must start at the top (superintendent), principals. teachers, students. &nbsp;As administrators, we must model the behavior that we expect our teachers to exhibit in the classroom</div>

</blockquote>



<br>"
235,Major challenges to making recommended changes?,"<blockquote class=""Quote"">

<div class=""QuoteAuthor""><a href=""/dlt2/index.php?p=/profile/332/Heidi%20Crist"">Heidi Crist</a> said:</div>

<div class=""QuoteText"">That is great you are able to get people excited.&nbsp; I am working on the excitement at our school district.&nbsp; It is beginning, but there is a lot of work to go.&nbsp; I think once we get hardware out there and pilot programs complete, there will be more interest.<br></div><div class=""QuoteText""><br></div><div class=""QuoteText"">Ensuring that teachers have the hardware is one important factor in creating excitement. &nbsp;For our district teachers received iPads at the end of the last school year with a rollout of iPads for students 3-12 in January, 2014. What our teachers expect now is the hardware to use their iPads with their Promethean boards so that a new level of instruction can begin. &nbsp;I know that some teachers are reluctant with iPad teaching as they were with incorporating Promethean boards in instruction. &nbsp;Some viewed the Promethean board as a glorified overhead and still have not taken the initiative to allow instruction to be student-led. &nbsp;I see this same thinking when students actually have hands-on with their iPads. &nbsp;Some teachers will need to do a 360 in order to feel comfortable using iPads to enhance instruction. &nbsp;</div></blockquote>"
236,Major challenges to making recommended changes?,"We have early release every Wednesday. &nbsp;Students leave at 2:00 pm and from 2:00 - 3:30 we spend time in PLCs or other training. &nbsp;Our district will be using some of these times to focus on digital learning. &nbsp;As long as this time is focused and has an objective, it is extremely valuable. &nbsp;Once sight is lost, however, it can be a waste of time."
237,Major challenges to making recommended changes?,"In so many cases, it seems that time - to plan for using digital learning, to learn how to use digital learning, and to try new instructional strategies with students - is one of the biggest challenges to the digital learning transition?&nbsp; How do you make time for yourself and for others in your school or district to focus on digital learning?"
238,Major challenges to making recommended changes?,"Wow, Michael! &nbsp;That early release system on every Wednesday is what I've pushed to get for YEARS! &nbsp;It makes so much sense. &nbsp;It allows a regularly scheduled time for teachers to LEARN. &nbsp;Which makes a powerful statement by your school division about the importance of professional development. &nbsp;It also makes sense from a parenting stand point. Although I suspect that initially the parent community might have given some pushback. &nbsp;Once they realized that having an early release every Wednesday is predictable and therefore easier to make childcare plans, the new scheduled was accepted as the norm. I agree with your final statement, too. &nbsp;Having this system in place insures success only if that time is used wisely, with a focused and relevant purpose. &nbsp;"
239,Major challenges to making recommended changes?,"I agree with Michael. There needs to be time built in to the daily or weekly schedule for teachers to work cooperatively and create good quality projects that necessitate the use of technology. Without the time available, teachers, who are already stressed, will not ""find"" the needed time to complete this initiative.&nbsp;"
